author,comments,country,crawled,domain_rank,language,likes,main_image,ord_in_thread,participants_count,published,replies_count,section_title,shares,site,spam_score,text,title,type,uuid
Indy-10,0,US,2017-06-08T21:02:50.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,36,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"So, AG Lynch did interfere in Hillary's email investigation by ordering Comey to edit and rewrite ""Investigation"" to ""Matter!"" Guess Billy Boy did promise AG Lynch something at their Arizona Tarmac Unethical & Obstruction of Justice meeting.",James Comey testimony recap of Senate Intel hearing,normal,faeec23e66633a88981f8a8eb7b9377d4bb51626
elm chris,0,US,2017-06-08T21:02:50.006+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,41,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Must be bad if OUP does not post, might be out planning his next case B AAA AAA Burr: ""Did any individual working for this administration... ask you to stop the Russian investigation?"" : 
Comey: ""No.
BWWWWAAA 
B A",James Comey testimony recap of Senate Intel hearing,normal,9b2121f193746c4d5521b9ace26ed6faffecf052
zzpat,0,US,2017-06-08T21:02:50.007+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,39,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"If Comey hadn't put ""pressure"" on Trump about Russia, would Comey still have a job?",James Comey testimony recap of Senate Intel hearing,normal,4d61c392a054f8910388896af42bee0a3a1ca917
MJEA,0,US,2017-06-08T21:02:50.008+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,40,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Very sad when the President of the United States is more popular in Russia than he is in the U.S.,James Comey testimony recap of Senate Intel hearing,normal,518e2d9979a498d1b761d4f1d5fb5805a621e95e
DansNauseatedProctologist,0,US,2017-06-08T21:02:50.009+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,43,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ micheal9478 That's because each pro-Trump poster is signed in with 30 usernames.,James Comey testimony recap of Senate Intel hearing,normal,e2c3c52cd79d09a840a540314a8ad8fed83cd190
FlatIronBob,0,US,2017-06-08T21:02:50.009+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,38,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Before you impeach trump, make the MF'er give back the money he and Erik embezzled from the donated money to kids with cancer.",James Comey testimony recap of Senate Intel hearing,normal,9ed296ab908f46c6009b410ba9ecf4e5831e5c3d
NoIvoryTowers,0,US,2017-06-08T21:02:50.010+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,42,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ elm chris So it was all on trump then. because trump DID. trump is the corrupted in chief. trump didn't want witnesses.,James Comey testimony recap of Senate Intel hearing,normal,3a63a5ffd3793552ac38a4f068563b3e7a017a27
svengron,0,US,2017-06-08T21:02:50.011+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,45,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ zzpat 
I expect their numbers to keep dropping even faster.",James Comey testimony recap of Senate Intel hearing,normal,066ba537975205a70e98b2542e901fbfe7c48243
MJEA,0,US,2017-06-08T21:02:50.012+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,48,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ President Fat Coward No more women in the FOX newsroom to sexually harass. They need something else to do.,James Comey testimony recap of Senate Intel hearing,normal,e2605dd6855f7a4a013150129f46734a87dcda56
Bigskygirl,0,US,2017-06-08T21:02:50.016+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,47,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Indy, maybe, maybe not. It doesn't matter now.",James Comey testimony recap of Senate Intel hearing,normal,45b6b7d233cdc294b56817f8e20dfb2dcec4f94a
LOuIvIlLE.,0,US,2017-06-08T21:02:50.016+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,44,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ Draggingtheline @ LOuIvIlLE. 

Were you ever PRESSURED to stop an investigation ""no""",James Comey testimony recap of Senate Intel hearing,normal,7499f7b3136143c22933315bcaf21a97bab77d3b
birdess,0,US,2017-06-08T21:02:51.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,50,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ micheal9478 The reality is Trump is a pathological corrupt greedy POS.,James Comey testimony recap of Senate Intel hearing,normal,2f680f2932914be8cfb8478809bdf4ac63ec71a6
Dontsharewanyone,0,US,2017-06-08T21:02:51.002+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,25,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,Im here...scratching my azz in bewilderment due to amazement in how people are so hypocritical....haope your enjoying your day,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,96db0c1dc821ecc9700d2f3da2cf53c7b59ea936
President Fat Coward,0,US,2017-06-08T21:02:51.002+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,46,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ Indy-10 
We're talking about our President here.",James Comey testimony recap of Senate Intel hearing,normal,3589d75490ff43be172e7e8da7b8020795c29112
AppeaseThis,0,US,2017-06-08T21:02:51.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,7,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"Hey, it's all cool. Speaker Ryan says the president was new to the job, so we need to cut him some slack. He said the same thing about Hillary's email server and her being new to the SoS job. Didn't he?","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,aff255dc3031aebca6347a29fa5ca0012bb46233
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:51.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,49,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"DANSNAUSEATEDPROCTOLOGIST 



How many is that now?",James Comey testimony recap of Senate Intel hearing,normal,eba72afe541c31ce48a8e73b081ade434e595a53
AndyMis,0,US,2017-06-08T21:02:51.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,8,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,I have a question for John McCain. What?,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,c857c11eff6ba71058c4524f0ad142164ac5d324
CountryCityGirl,0,US,2017-06-08T21:02:51.007+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,11,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,@ AwakeAtTheWheel How?,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,610ec6ef25088794f39771cd696d52fcf27bb9a7
twmat311,0,US,2017-06-08T21:02:51.008+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,19,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,@ Dontsharewanyone Whew...so you're off the meds again?,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,b4bd3a85b8c08ad21bef8f1f1e196ea86385f155
Bigskygirl,0,US,2017-06-08T21:02:51.012+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,12,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,Mr. Comey was so very respectful to McCain despite the obvious trouble McCain was having with his brain.,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,02989f58b49c076acc62212b59a861d1d5c7fe9b
CountryCityGirl,0,US,2017-06-08T21:02:52.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,10,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,Thank you James Comey for the special prosecutor.,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,99626e85073115b49bcfaf3e10e04849d798bdf1
AppeaseThis,0,US,2017-06-08T21:02:52.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,16,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"Your conjecture about Hillary is a RW fantasy. That was not born out of an extensive FBI investigation. Your conspiracy theory just that, a theory. No facts or evidence to support it.","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,7e4ea9286b66947b1b2913d40e2d060f5615f569
CountryCityGirl,0,US,2017-06-08T21:02:52.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,9,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,@ AndyMis Really. My thoughts exactly.,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,5e62f6df7d404eed4b35d1f50771e37062f8a5fd
Seethebigpicture,0,US,2017-06-08T21:02:52.003+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,13,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"@ AppeaseThis Trump is vulgar and an embarrassment. However, Hillary has how many years in political life and Government? She always touted she had all this experience and was ready from day one.... They all lie. Her private server was at home for one reason. She had total control of access, creating, modifying, deleting and backing up of the data. Period!!!","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,64573e796c0d17108f9a597d22b667b809122725
stupa15,0,US,2017-06-08T21:02:52.003+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,17,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"Two words from Trump's mouth says it all ""Believe Me!""","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,ab03acef2461958a503c1adb60d7238660210a82
pfon71361,0,US,2017-06-08T21:02:52.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,15,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"The Comey saga enters a new phase today as the public gets to hear what happened between him and the president directly and on the record. The reported attempts by President Trump to have then-FBI Director Comey halt the Mike Flynn investigation are certainly disquieting if not alarming. Whether these efforts by Mr. Trump, if substantiated, rise to the level of obstruction of justice is for this congressional committee and most especially the Special Counsel, Robert Mueller, to determine. In any case, because of Comey's testimony today the genie is out of the bottle and he looks a bit peeved.","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,71f99ddf5e0359c9f8cf2e139610acfc280f2749
MrFoobar2U,0,US,2017-06-08T21:02:52.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,27,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"So.. Chris Wallace thought it was a bad day for the Prez.
Sweet lord, even when Faux news is against you, you know you have had a bad day","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,2f42720d4923e21edb84310e8ec28794b2dc67ac
Provoke Discussion,0,US,2017-06-08T21:02:52.006+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,20,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,@ twmat311 @ Dontsharewanyone He just woke up after another drug and booze-filled night.,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,c2a6494710ba7c966b658bcf535ea5b2e4204ad0
stupa15,0,US,2017-06-08T21:02:52.012+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,14,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"""Trump might Lie""
no he wouldn't do that , Just ask Pope Francis I can see the writing on Trump's Tombstone now ""Here lies the Greatest POS Liar for the Ages Belive Me!""","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,7685a6c5f29d4886eada748a031cc2c5278eaa74
Provoke Discussion,0,US,2017-06-08T21:02:53.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,24,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"@ stupa15 Every single time he says that, I vomit in my mouth because it means he is about to lie!","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,eacdeeb35e9ec4d6444335753641355030defdac
dmwnc1,0,US,2017-06-08T21:02:53.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,28,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,Trump lied to the American people to their face. The BIGLIEST lies ever told. And the Right Wing idiot freaking Nut Jobs fell for it Hook Line and Stinker. Trump is a LIAR. Plain and simple.,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,03615d198e696113f5bee4ea70f96bf9e56fb3bb
Dontsharewanyone,0,US,2017-06-08T21:02:53.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,22,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,Yeah...need my prozac,"Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,c08e1f96f6076d0c5ee755a92552e75fc4f40331
CtrygrlXX,0,US,2017-06-08T21:02:53.002+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/3cc637ee-6d81-4efb-8d75-1e3c08f3e9cc/ap-17159558847694.jpg,21,20,2017-06-08T20:02:00.000+03:00,29,Home - CBSNews.com,0,cbsnews.com,0.0,"@ Dontsharewanyone There you are, by all means let us talk about the person who lost the election NOT the piece of filth sitting in the WH and destroying the country, wondered where you were?","Comey on why he wrote Trump memos: ""I was honestly concerned that he might lie""",normal,2e60bd87837a5d7c1cb641928d3d2122776a225f
